name,country_code,year,sex,pop
Central America,916,2065,Male,100115.4
South-Eastern Asia,920,2065,Male,368514
Western Asia,922,2065,Male,227920.6
Eastern Europe,923,2065,Male,123766.5
Northern Europe,924,2065,Male,65454.3
Southern Europe,925,2065,Male,72646.2
Western Europe,926,2065,Male,119234.3
Australia and New Zealand,927,2065,Male,25271
Melanesia,928,2065,Male,7859.6
South America,931,2065,Male,232618.2
Asia,935,2065,Male,2534284.3
Micronesia,954,2065,Male,272.3
Polynesia,957,2065,Male,307.1
Brunei Darussalam,96,2065,Male,324.7
Bulgaria,100,2065,Female,1706.7
Myanmar,104,2065,Female,25034.2
Burundi,108,2065,Female,8293.3
Belarus,112,2065,Female,4699.7
Cambodia,116,2065,Female,11295.7
Algeria,12,2065,Female,25861.8
Cameroon,120,2065,Female,21456.1
Canada,124,2065,Female,29736.7
Cape Verde,132,2065,Female,245.3
Central African Republic,140,2065,Female,3269.4
Sri Lanka,144,2065,Female,9489.8
Chad,148,2065,Female,17511.6
Chile,152,2065,Female,9707.1
China,156,2065,Female,556293.3
Taiwan Province of China,158,2065,Female,9286
Colombia,170,2065,Female,26523.2
Comoros,174,2065,Female,671.2
Mayotte,175,2065,Female,304.9
Congo,178,2065,Female,5248.9
Democratic Republic of the Congo,180,2065,Female,95541.4
Costa Rica,188,2065,Female,3218.3
Croatia,191,2065,Female,1665.2
Cuba,192,2065,Female,3188
Cyprus,196,2065,Female,827
Czech Republic,203,2065,Female,5098.2
Benin,204,2065,Female,11425.8
Denmark,208,2065,Female,3683.2
Dominican Republic,214,2065,Female,6128.8
Ecuador,218,2065,Female,11497.6
El Salvador,222,2065,Female,2316.3
Equatorial Guinea,226,2065,Female,1231.9
Ethiopia,231,2065,Female,102636.8
Eritrea,232,2065,Female,4203
Estonia,233,2065,Female,673.7
Angola,24,2065,Female,34980
Fiji,242,2065,Female,280.8
Finland,246,2065,Female,2956
France,250,2065,Female,42894.1
French Guiana,254,2065,Female,345.9
French Polynesia,258,2065,Female,185
Djibouti,262,2065,Female,944.6
Gabon,266,2065,Female,1822.3
Georgia,268,2065,Female,855.7
Gambia,270,2065,Female,2084.7
Occupied Palestinian Territory,275,2065,Female,3688.2
Germany,276,2065,Female,46796.5
Antigua and Barbuda,28,2065,Female,48.8
Ghana,288,2065,Female,27297.6
Kiribati,296,2065,Female,72.7
Greece,300,2065,Female,6019.9
Grenada,308,2065,Female,19.4
Azerbaijan,31,2065,Female,4817.6
Guadeloupe,312,2065,Female,192.5
Guam,316,2065,Female,98
Argentina,32,2065,Female,29710.7
Guatemala,320,2065,Female,12412.7
Guinea,324,2065,Female,11183.7
Guyana,328,2065,Female,105
Haiti,332,2065,Female,6003.3
Honduras,340,2065,Female,6763.9
Hong Kong Special Administrative Region of China,344,2065,Female,6038.8
Hungary,348,2065,Female,4342.7
Iceland,352,2065,Female,209.8
India,356,2065,Female,805414.4
Australia,36,2065,Female,22266.7
Indonesia,360,2065,Female,149474.6
Iran (Islamic Republic of),364,2065,Female,48963.6
Iraq,368,2065,Female,37804.6
Ireland,372,2065,Female,3018.8
Israel,376,2065,Female,9469.6
Italy,380,2065,Female,29522.4
Cote d'Ivoire,384,2065,Female,22900.5
Jamaica,388,2065,Female,715
Japan,392,2065,Female,51653.1
Kazakhstan,398,2065,Female,8201.9
Afghanistan,4,2065,Female,40771.8
Austria,40,2065,Female,5752.2
Jordan,400,2065,Female,11100.1
Kenya,404,2065,Female,52497.4
Democratic People's Republic of Korea,408,2065,Female,11752.3
Republic of Korea,410,2065,Female,22265.1
Kuwait,414,2065,Female,3079.4
Kyrgyzstan,417,2065,Female,3501.5
Lao People's Democratic Republic,418,2065,Female,4109.2
Lebanon,422,2065,Female,5071.5
Lesotho,426,2065,Female,1205
Latvia,428,2065,Female,860.3
Liberia,430,2065,Female,4403.1
Libyan Arab Jamahiriya,434,2065,Female,3996.2
Bahamas,44,2065,Female,313.3
Lithuania,440,2065,Female,943
Luxembourg,442,2065,Female,578.5
Macao Special Administrative Region of China,446,2065,Female,644.5
Madagascar,450,2065,Female,26501.3
Malawi,454,2065,Female,25843.2
Malaysia,458,2065,Female,24445.3
Maldives,462,2065,Female,259
Mali,466,2065,Female,19565.2
Malta,470,2065,Female,188.6
Martinique,474,2065,Female,129.9
Mauritania,478,2065,Female,4060.4
Bahrain,48,2065,Female,1035.3
Mauritius,480,2065,Female,421.4
Mexico,484,2065,Female,73050.3
Mongolia,496,2065,Female,1847
Republic of Moldova,498,2065,Female,1616.4
Montenegro,499,2065,Female,281.6
Bangladesh,50,2065,Female,93247
Morocco,504,2065,Female,18588.5
Mozambique,508,2065,Female,28661.1
Armenia,51,2065,Female,975.8
Oman,512,2065,Female,2333.4
Namibia,516,2065,Female,2072.4
Barbados,52,2065,Female,103.7
Nepal,524,2065,Female,20067.8
Netherlands,528,2065,Female,10311.3
Curaçao,531,2065,Female,93.1
Aruba,533,2065,Female,63.9
New Caledonia,540,2065,Female,206.7
Vanuatu,548,2065,Female,213.9
Central Asia,5500,2065,Female,41827.7
Southern Asia,5501,2065,Female,1180914.4
New Zealand,554,2065,Female,3441.5
Nicaragua,558,2065,Female,3223.4
Belgium,56,2065,Female,7568.1
Niger,562,2065,Female,38980
Nigeria,566,2065,Female,231000.2
Norway,578,2065,Female,3890.9
Micronesia (Federated States of),583,2065,Female,30.5
Pakistan,586,2065,Female,162228.8
Panama,591,2065,Female,2848.4
Papua New Guinea,598,2065,Female,6470.6
Paraguay,600,2065,Female,4107.3
Peru,604,2065,Female,18405.6
Philippines,608,2065,Female,72891.3
Poland,616,2065,Female,15227
Portugal,620,2065,Female,4225.6
Guinea-Bissau,624,2065,Female,1311.3
Timor-Leste,626,2065,Female,1050.5
Puerto Rico,630,2065,Female,1245.8
Qatar,634,2065,Female,1678.4
Reunion,638,2065,Female,535.4
Bhutan,64,2065,Female,472.1
Romania,642,2065,Female,4974.1
Russian Federation,643,2065,Female,76737.8
Rwanda,646,2065,Female,12457.8
Saint Lucia,662,2065,Female,51.6
Saint Vincent and the Grenadines,670,2065,Female,14.5
Sao Tome and Principe,678,2065,Female,126
Bolivia (Plurinational State of),68,2065,Female,7419
Saudi Arabia,682,2065,Female,24384.9
Senegal,686,2065,Female,16751.9
Serbia,688,2065,Female,2840.5
Seychelles,690,2065,Female,41.7
Sierra Leone,694,2065,Female,6519.3
Bosnia and Herzegovina,70,2065,Female,460.9
Singapore,702,2065,Female,5337.9
Slovakia,703,2065,Female,2274.8
Viet Nam,704,2065,Female,49464.2
Slovenia,705,2065,Female,1178
Somalia,706,2065,Female,16728.3
South Africa,710,2065,Female,39529
Zimbabwe,716,2065,Female,12888.2
Botswana,72,2065,Female,1700.6
Spain,724,2065,Female,28235.9
South Sudan,728,2065,Female,19121.3
Sudan,729,2065,Female,32145.3
Western Sahara,732,2065,Female,748.3
Suriname,740,2065,Female,181.1
Swaziland,748,2065,Female,922.6
Sweden,752,2065,Female,7341.3
Switzerland,756,2065,Female,6470.2
Brazil,76,2065,Female,113533
Syrian Arab Republic,760,2065,Female,9830
Tajikistan,762,2065,Female,5968.7
Thailand,764,2065,Female,33190.5
Togo,768,2065,Female,6827.8
Tonga,776,2065,Female,21.6
Trinidad and Tobago,780,2065,Female,358.7
United Arab Emirates,784,2065,Female,5888.2
Tunisia,788,2065,Female,6222.4
Turkey,792,2065,Female,48892.4
Turkmenistan,795,2065,Female,3799.1
Albania,8,2065,Female,538.9
Uganda,800,2065,Female,62830
Ukraine,804,2065,Female,20226.4
The former Yugoslav Republic of Macedonia,807,2065,Female,654.6
Egypt,818,2065,Female,74328.3
United Kingdom of Great Britain and Northern Ireland,826,2065,Female,43267.9
Channel Islands,830,2065,Female,123.4
United Republic of Tanzania,834,2065,Female,71348
Belize,84,2065,Female,270.4
United States of America,840,2065,Female,247031.8
United States Virgin Islands,850,2065,Female,63.6
Burkina Faso,854,2065,Female,21259.9
Uruguay,858,2065,Female,1346
Uzbekistan,860,2065,Female,20356.5
Venezuela (Bolivarian Republic of),862,2065,Female,21724.5
Samoa,882,2065,Female,38.1
Yemen,887,2065,Female,30004.6
Zambia,894,2065,Female,22477.4
Solomon Islands,90,2065,Female,527
World,900,2065,Female,4823229.2
Africa,903,2065,Female,1283761.1
Latin America and the Caribbean,904,2065,Female,367598.8
Northern America,905,2065,Female,276768.5
Eastern Asia,906,2065,Female,659780.1
Europe,908,2065,Female,400266.8
Oceania,909,2065,Female,33970.7
Eastern Africa,910,2065,Female,469431.3
Middle Africa,911,2065,Female,181187.4
Northern Africa,912,2065,Female,161890.8
Southern Africa,913,2065,Female,45431.3
Western Africa,914,2065,Female,425820.3
Caribbean,915,2065,Female,18880
Central America,916,2065,Female,104103.8
South-Eastern Asia,920,2065,Female,376603.2
Western Asia,922,2065,Female,201738
Eastern Europe,923,2065,Female,136905.7
Northern Europe,924,2065,Female,67056.1
Southern Europe,925,2065,Female,75885.7
Western Europe,926,2065,Female,120419.2
Australia and New Zealand,927,2065,Female,25708.9
Melanesia,928,2065,Female,7699.6
South America,931,2065,Female,244615
Asia,935,2065,Female,2460863.3
Micronesia,954,2065,Female,275.7
Polynesia,957,2065,Female,286.6
Brunei Darussalam,96,2065,Female,309.7
Bulgaria,100,2070,Male,1524.8
Myanmar,104,2070,Male,22287.3
Burundi,108,2070,Male,7940.6
Belarus,112,2070,Male,4011.7
Cambodia,116,2070,Male,10911.1
Algeria,12,2070,Male,25399.3
Cameroon,120,2070,Male,21588.7
Canada,124,2070,Male,30462.3
Cape Verde,132,2070,Male,227.7
Central African Republic,140,2070,Male,3047.4
Sri Lanka,144,2070,Male,7720.9
Chad,148,2070,Male,17933
Chile,152,2070,Male,9242.8
China,156,2070,Male,552752.8
Taiwan Province of China,158,2070,Male,8674.1
Colombia,170,2070,Male,24060.1
Comoros,174,2070,Male,681.3
Mayotte,175,2070,Male,301
Congo,178,2070,Male,5260.3
Democratic Republic of the Congo,180,2070,Male,97566.5
Costa Rica,188,2070,Male,3115.9
Croatia,191,2070,Male,1644.8
Cuba,192,2070,Male,2733.9
Cyprus,196,2070,Male,865.4
Czech Republic,203,2070,Male,4933.9
Benin,204,2070,Male,11585.9
Denmark,208,2070,Male,3766.9
Dominican Republic,214,2070,Male,5943.6
Ecuador,218,2070,Male,11352
El Salvador,222,2070,Male,1753.1
Equatorial Guinea,226,2070,Male,1525.8
Ethiopia,231,2070,Male,102705.9
Eritrea,232,2070,Male,4174.3
Estonia,233,2070,Male,638.7
Angola,24,2070,Male,34949.2
Fiji,242,2070,Male,277.5
Finland,246,2070,Male,3029.4
France,250,2070,Male,43674
French Guiana,254,2070,Male,363.5
French Polynesia,258,2070,Male,198.7
Djibouti,262,2070,Male,957
Gabon,266,2070,Male,1886.1
Georgia,268,2070,Male,701.6
Gambia,270,2070,Male,2070.2
Occupied Palestinian Territory,275,2070,Male,3756.7
Germany,276,2070,Male,47801
Antigua and Barbuda,28,2070,Male,43.1
Ghana,288,2070,Male,27023.9
Kiribati,296,2070,Male,65.5
Greece,300,2070,Male,6150.9
Grenada,308,2070,Male,17.8
Azerbaijan,31,2070,Male,4568.8
Guadeloupe,312,2070,Male,142.1
Guam,316,2070,Male,102.5
Argentina,32,2070,Male,28053.3
Guatemala,320,2070,Male,11402.1
Guinea,324,2070,Male,11273.6
Guyana,328,2070,Male,97.3
Haiti,332,2070,Male,5471.6
Honduras,340,2070,Male,6526.2
Hong Kong Special Administrative Region of China,344,2070,Male,4712.3
Hungary,348,2070,Male,3958.2
Iceland,352,2070,Male,212.5
India,356,2070,Male,832809.7
Australia,36,2070,Male,23075.8
Indonesia,360,2070,Male,146020.1
Iran (Islamic Republic of),364,2070,Male,48901.1
Iraq,368,2070,Male,39896
Ireland,372,2070,Male,2894.1
Israel,376,2070,Male,9726.3
Italy,380,2070,Male,27997.4
Cote d'Ivoire,384,2070,Male,24331.9
Jamaica,388,2070,Male,631.5
Japan,392,2070,Male,46946
Kazakhstan,398,2070,Male,7698.1
Afghanistan,4,2070,Male,44379.5
Austria,40,2070,Male,5738.1
Jordan,400,2070,Male,11516.7
Kenya,404,2070,Male,52858.3
Democratic People's Republic of Korea,408,2070,Male,10596
Republic of Korea,410,2070,Male,20830.4
Kuwait,414,2070,Male,4212.5
Kyrgyzstan,417,2070,Male,3439.2
Lao People's Democratic Republic,418,2070,Male,3872.1
Lebanon,422,2070,Male,5057.2
Lesotho,426,2070,Male,1059.1
Latvia,428,2070,Male,803.3
Liberia,430,2070,Male,4560.8
Libyan Arab Jamahiriya,434,2070,Male,3961.4
Bahamas,44,2070,Male,301.2
Lithuania,440,2070,Male,870.8
Luxembourg,442,2070,Male,627.3
Macao Special Administrative Region of China,446,2070,Male,591.4
Madagascar,450,2070,Male,27170.9
Malawi,454,2070,Male,26842.9
Malaysia,458,2070,Male,26896.6
Maldives,462,2070,Male,392.3
Mali,466,2070,Male,19618
Malta,470,2070,Male,198.8
Martinique,474,2070,Male,79.3
Mauritania,478,2070,Male,4104.7
Bahrain,48,2070,Male,1826.2
Mauritius,480,2070,Male,382.2
Mexico,484,2070,Male,69382.1
Mongolia,496,2070,Male,1776.7
Republic of Moldova,498,2070,Male,1392.3
Montenegro,499,2070,Male,269.3
Bangladesh,50,2070,Male,88386.8
Morocco,504,2070,Male,16539.3
Mozambique,508,2070,Male,27200.7
Armenia,51,2070,Male,715.8
Oman,512,2070,Male,5364.5
Namibia,516,2070,Male,1909.8
Barbados,52,2070,Male,91.4
Nepal,524,2070,Male,16929.3
Netherlands,528,2070,Male,10305.9
Curaçao,531,2070,Male,69.6
Aruba,533,2070,Male,56.6
New Caledonia,540,2070,Male,215.2
Vanuatu,548,2070,Male,221.8
Central Asia,5500,2070,Male,40946.4
Southern Asia,5501,2070,Male,1210589.2
New Zealand,554,2070,Male,3334.2
Nicaragua,558,2070,Male,2878
Belgium,56,2070,Male,7486.5
Niger,562,2070,Male,42367.2
Nigeria,566,2070,Male,249720.1
Norway,578,2070,Male,4132.5
Micronesia (Federated States of),583,2070,Male,27.9
Pakistan,586,2070,Male,170501.1
Panama,591,2070,Male,2808.7
Papua New Guinea,598,2070,Male,6670.5
Paraguay,600,2070,Male,4240.9
Peru,604,2070,Male,17562.7
Philippines,608,2070,Male,72526.3
Poland,616,2070,Male,13604.7
Portugal,620,2070,Male,3588.9
Guinea-Bissau,624,2070,Male,1227.6
Timor-Leste,626,2070,Male,1089.9
Puerto Rico,630,2070,Male,1076
Qatar,634,2070,Male,4875.4
Reunion,638,2070,Male,492
Bhutan,64,2070,Male,568.4
Romania,642,2070,Male,4199.9
Russian Federation,643,2070,Male,69969.9
Rwanda,646,2070,Male,12290.6
Saint Lucia,662,2070,Male,45.5
Saint Vincent and the Grenadines,670,2070,Male,12.8
Sao Tome and Principe,678,2070,Male,108.7
Bolivia (Plurinational State of),68,2070,Male,7331.7
Saudi Arabia,682,2070,Male,34841.6
Senegal,686,2070,Male,16203.9
Serbia,688,2070,Male,2594.6
Seychelles,690,2070,Male,41.1
Sierra Leone,694,2070,Male,6448.9
Bosnia and Herzegovina,70,2070,Male,342.4
Singapore,702,2070,Male,5171.2
Slovakia,703,2070,Male,2066.6
Viet Nam,704,2070,Male,45642.6
Slovenia,705,2070,Male,1257.2
Somalia,706,2070,Male,17067
South Africa,710,2070,Male,38166.8
Zimbabwe,716,2070,Male,11682.9
Botswana,72,2070,Male,1620.8
Spain,724,2070,Male,27540.9
South Sudan,728,2070,Male,19748.6
Sudan,729,2070,Male,31733
Western Sahara,732,2070,Male,865.1
Suriname,740,2070,Male,174.8
Swaziland,748,2070,Male,817.7
Sweden,752,2070,Male,7696.5
Switzerland,756,2070,Male,6675.4
Brazil,76,2070,Male,104495.8
Syrian Arab Republic,760,2070,Male,9576.9
Tajikistan,762,2070,Male,6117
Thailand,764,2070,Male,29304
Togo,768,2070,Male,6788.1
Tonga,776,2070,Male,19.2
Trinidad and Tobago,780,2070,Male,313.8
United Arab Emirates,784,2070,Male,16786.2
Tunisia,788,2070,Male,5855
Turkey,792,2070,Male,46604.8
Turkmenistan,795,2070,Male,3595.1
Albania,8,2070,Male,480
Uganda,800,2070,Male,64941.6
Ukraine,804,2070,Male,17460.1
The former Yugoslav Republic of Macedonia,807,2070,Male,571.9
Egypt,818,2070,Male,74775.9
United Kingdom of Great Britain and Northern Ireland,826,2070,Male,42777.7
Channel Islands,830,2070,Male,131.8
United Republic of Tanzania,834,2070,Male,72770
Belize,84,2070,Male,269.7
United States of America,840,2070,Male,250859
United States Virgin Islands,850,2070,Male,54.7
Burkina Faso,854,2070,Male,21237.2
Uruguay,858,2070,Male,1172.4
Uzbekistan,860,2070,Male,20097
Venezuela (Bolivarian Republic of),862,2070,Male,20943
Samoa,882,2070,Male,39.9
Yemen,887,2070,Male,30911.4
Zambia,894,2070,Male,22882
Solomon Islands,90,2070,Male,532.8
World,900,2070,Male,4848694.4
Africa,903,2070,Male,1308520.3
Latin America and the Caribbean,904,2070,Male,344453.1
Northern America,905,2070,Male,281321.2
Eastern Asia,906,2070,Male,646879.7
Europe,908,2070,Male,385230.6
Oceania,909,2070,Male,34899.3
Eastern Africa,910,2070,Male,473156.2
Middle Africa,911,2070,Male,183865.7
Northern Africa,912,2070,Male,159129.2
Southern Africa,913,2070,Male,43575.9
Western Africa,914,2070,Male,448793.3
Caribbean,915,2070,Male,17218.2
Central America,916,2070,Male,98135.9
South-Eastern Asia,920,2070,Male,364048.8
Western Asia,922,2070,Male,231805.8
Eastern Europe,923,2070,Male,123123.9
Northern Europe,924,2070,Male,67041.9
Southern Europe,925,2070,Male,72707.5
Western Europe,926,2070,Male,122357.3
Australia and New Zealand,927,2070,Male,26410.7
Melanesia,928,2070,Male,7918.5
South America,931,2070,Male,229099
Asia,935,2070,Male,2494269.9
Micronesia,954,2070,Male,268.3
Polynesia,957,2070,Male,301.9
Brunei Darussalam,96,2070,Male,327.6
Bulgaria,100,2070,Female,1549.3
Myanmar,104,2070,Female,24123.2
Burundi,108,2070,Female,8268.8
Belarus,112,2070,Female,4684.9
Cambodia,116,2070,Female,11277.8
Algeria,12,2070,Female,25539.3
Cameroon,120,2070,Female,21842.6
Canada,124,2070,Female,31054.3
Cape Verde,132,2070,Female,234.4
Central African Republic,140,2070,Female,3242.2
Sri Lanka,144,2070,Female,9111.2
Chad,148,2070,Female,18190.4
Chile,152,2070,Female,9570.3
China,156,2070,Female,529351
Taiwan Province of China,158,2070,Female,8808
Colombia,170,2070,Female,25863.2
Comoros,174,2070,Female,677.2
Mayotte,175,2070,Female,318.9
Congo,178,2070,Female,5391.7
Democratic Republic of the Congo,180,2070,Female,99196
Costa Rica,188,2070,Female,3224.1
Croatia,191,2070,Female,1639.8
Cuba,192,2070,Female,2857.2
Cyprus,196,2070,Female,843.2
Czech Republic,203,2070,Female,5047.7
Benin,204,2070,Female,11772.6
Denmark,208,2070,Female,3787.4
Dominican Republic,214,2070,Female,6013
Ecuador,218,2070,Female,11543.9
El Salvador,222,2070,Female,2135.5
Equatorial Guinea,226,2070,Female,1273.4
Ethiopia,231,2070,Female,104295.2
Eritrea,232,2070,Female,4243.6
Estonia,233,2070,Female,678.1
Angola,24,2070,Female,36259.8
Fiji,242,2070,Female,259.5
Finland,246,2070,Female,2989.8
France,250,2070,Female,43972.3
French Guiana,254,2070,Female,364
French Polynesia,258,2070,Female,186.5
Djibouti,262,2070,Female,971.9
Gabon,266,2070,Female,1864.7
Georgia,268,2070,Female,800.2
Gambia,270,2070,Female,2133.5
Occupied Palestinian Territory,275,2070,Female,3680.1
Germany,276,2070,Female,47738.3
Antigua and Barbuda,28,2070,Female,47.8
Ghana,288,2070,Female,28116.3
Kiribati,296,2070,Female,71.5
Greece,300,2070,Female,6056
Grenada,308,2070,Female,17.3
Azerbaijan,31,2070,Female,4694.6
Guadeloupe,312,2070,Female,187.6
Guam,316,2070,Female,99.1
Argentina,32,2070,Female,29960
Guatemala,320,2070,Female,12403
Guinea,324,2070,Female,11334.2
Guyana,328,2070,Female,90.1
Haiti,332,2070,Female,5804.7
Honduras,340,2070,Female,6779
Hong Kong Special Administrative Region of China,344,2070,Female,6191.7
Hungary,348,2070,Female,4284.3
Iceland,352,2070,Female,212.9
India,356,2070,Female,800446.5
Australia,36,2070,Female,23317.2
Indonesia,360,2070,Female,147164
Iran (Islamic Republic of),364,2070,Female,48230.5
Iraq,368,2070,Female,39002.6
Ireland,372,2070,Female,3048.5
Israel,376,2070,Female,10026.7
Italy,380,2070,Female,29442.2
Cote d'Ivoire,384,2070,Female,23487.8
Jamaica,388,2070,Female,631.1
Japan,392,2070,Female,50064.3
Kazakhstan,398,2070,Female,7968.6
Afghanistan,4,2070,Female,42128
Austria,40,2070,Female,5902.7
Jordan,400,2070,Female,11561.8
Kenya,404,2070,Female,54166.8
Democratic People's Republic of Korea,408,2070,Female,11381.5
Republic of Korea,410,2070,Female,21418
Kuwait,414,2070,Female,3125.2
Kyrgyzstan,417,2070,Female,3440.7
Lao People's Democratic Republic,418,2070,Female,4029.2
Lebanon,422,2070,Female,5177
Lesotho,426,2070,Female,1173
Latvia,428,2070,Female,860.4
Liberia,430,2070,Female,4481
Libyan Arab Jamahiriya,434,2070,Female,3951.1
Bahamas,44,2070,Female,321.4
Lithuania,440,2070,Female,901.6
Luxembourg,442,2070,Female,608.5
Macao Special Administrative Region of China,446,2070,Female,666.4
Madagascar,450,2070,Female,27428.7
Malawi,454,2070,Female,27190.9
Malaysia,458,2070,Female,24905.5
Maldives,462,2070,Female,259.4
Mali,466,2070,Female,20118.7
Malta,470,2070,Female,185.8
Martinique,474,2070,Female,123.1
Mauritania,478,2070,Female,4156.3
Bahrain,48,2070,Female,1061.9
Mauritius,480,2070,Female,395.4
Mexico,484,2070,Female,71465.7
Mongolia,496,2070,Female,1816.4
Republic of Moldova,498,2070,Female,1560.8
Montenegro,499,2070,Female,277.5
Bangladesh,50,2070,Female,90900.3
Morocco,504,2070,Female,17993.5
Mozambique,508,2070,Female,29290.2
Armenia,51,2070,Female,933.7
Oman,512,2070,Female,2331.9
Namibia,516,2070,Female,2087.6
Barbados,52,2070,Female,100.5
Nepal,524,2070,Female,19980.7
Netherlands,528,2070,Female,10506.3
Curaçao,531,2070,Female,94.6
Aruba,533,2070,Female,65
New Caledonia,540,2070,Female,211.8
Vanuatu,548,2070,Female,216
Central Asia,5500,2070,Female,41303.5
Southern Asia,5501,2070,Female,1176704.5
New Zealand,554,2070,Female,3538.6
Nicaragua,558,2070,Female,3100.1
Belgium,56,2070,Female,7776.5
Niger,562,2070,Female,42146.6
Nigeria,566,2070,Female,243833.3
Norway,578,2070,Female,4031.5
Micronesia (Federated States of),583,2070,Female,27.8
Pakistan,586,2070,Female,165179.7
Panama,591,2070,Female,2864.2
Papua New Guinea,598,2070,Female,6549.6
Paraguay,600,2070,Female,4055.2
Peru,604,2070,Female,18071.7
Philippines,608,2070,Female,73145.7
Poland,616,2070,Female,14635.1
Portugal,620,2070,Female,4132.4
Guinea-Bissau,624,2070,Female,1298.9
Timor-Leste,626,2070,Female,1053.6
Puerto Rico,630,2070,Female,1180.7
Qatar,634,2070,Female,1748.1
Reunion,638,2070,Female,535.2
Bhutan,64,2070,Female,468.3
Romania,642,2070,Female,4483.8
Russian Federation,643,2070,Female,76990.4
Rwanda,646,2070,Female,12762.3
Saint Lucia,662,2070,Female,47.2
Saint Vincent and the Grenadines,670,2070,Female,12.2
Sao Tome and Principe,678,2070,Female,123.2
Bolivia (Plurinational State of),68,2070,Female,7397.4
Saudi Arabia,682,2070,Female,24762.1
Senegal,686,2070,Female,17290.6
Serbia,688,2070,Female,2687.5
Seychelles,690,2070,Female,40.5
Sierra Leone,694,2070,Female,6587.9
Bosnia and Herzegovina,70,2070,Female,381.5
Singapore,702,2070,Female,5566.3
Slovakia,703,2070,Female,2198.9
Viet Nam,704,2070,Female,47851.6
Slovenia,705,2070,Female,1194.4
Somalia,706,2070,Female,17240.2
South Africa,710,2070,Female,39711.3
Zimbabwe,716,2070,Female,12878.2
Botswana,72,2070,Female,1698.4
Spain,724,2070,Female,28611.1
South Sudan,728,2070,Female,20080.2
Sudan,729,2070,Female,32349.4
Western Sahara,732,2070,Female,791.5
Suriname,740,2070,Female,169.5
Swaziland,748,2070,Female,913
Sweden,752,2070,Female,7629.5
Switzerland,756,2070,Female,6702.7
Brazil,76,2070,Female,111124.3
Syrian Arab Republic,760,2070,Female,9527.1
Tajikistan,762,2070,Female,5922
Thailand,764,2070,Female,32453.9
Togo,768,2070,Female,6943.2
Tonga,776,2070,Female,19.2
Trinidad and Tobago,780,2070,Female,326.5
United Arab Emirates,784,2070,Female,6089.8
Tunisia,788,2070,Female,6077.8
Turkey,792,2070,Female,48505
Turkmenistan,795,2070,Female,3769.2
Albania,8,2070,Female,466.1
Uganda,800,2070,Female,66484
Ukraine,804,2070,Female,20037.4
The former Yugoslav Republic of Macedonia,807,2070,Female,616.7
Egypt,818,2070,Female,75275.4
United Kingdom of Great Britain and Northern Ireland,826,2070,Female,44264
Channel Islands,830,2070,Female,127.7
United Republic of Tanzania,834,2070,Female,74558.9
Belize,84,2070,Female,271.5
United States of America,840,2070,Female,256590.6
United States Virgin Islands,850,2070,Female,65
Burkina Faso,854,2070,Female,22036
Uruguay,858,2070,Female,1282.4
Uzbekistan,860,2070,Female,20203
Venezuela (Bolivarian Republic of),862,2070,Female,21757.7
Samoa,882,2070,Female,33.7
Yemen,887,2070,Female,31001.7
Zambia,894,2070,Female,23519.7
Solomon Islands,90,2070,Female,535.6
World,900,2070,Female,4838238.5
Africa,903,2070,Female,1326294.7
Latin America and the Caribbean,904,2070,Female,361536.5
Northern America,905,2070,Female,287644.9
Eastern Asia,906,2070,Female,629697.3
Europe,908,2070,Female,403117.1
Oceania,909,2070,Female,35181.9
Eastern Africa,910,2070,Female,485372.6
Middle Africa,911,2070,Female,187384.1
Northern Africa,912,2070,Female,161978.1
Southern Africa,913,2070,Female,45585.1
Western Africa,914,2070,Female,445974.7
Caribbean,915,2070,Female,18034.7
Central America,916,2070,Female,102243
South-Eastern Asia,920,2070,Female,371883.9
Western Asia,922,2070,Female,204874.1
Eastern Europe,923,2070,Female,135474.7
Northern Europe,924,2070,Female,68621
Southern Europe,925,2070,Female,75764.7
Western Europe,926,2070,Female,123256.7
Australia and New Zealand,927,2070,Female,26856.4
Melanesia,928,2070,Female,7773.2
South America,931,2070,Female,241258.8
Asia,935,2070,Female,2424463.3
Micronesia,954,2070,Female,271.9
Polynesia,957,2070,Female,280.3
Brunei Darussalam,96,2070,Female,313
Bulgaria,100,2075,Male,1405.9
Myanmar,104,2075,Male,21317.2
Burundi,108,2075,Male,7859.9
Belarus,112,2075,Male,4021.3
Cambodia,116,2075,Male,10812.6
Algeria,12,2075,Male,24944.6
Cameroon,120,2075,Male,21762.7
Canada,124,2075,Male,31762.5
Cape Verde,132,2075,Male,214.4
Central African Republic,140,2075,Male,2987.2
Sri Lanka,144,2075,Male,7387.5
Chad,148,2075,Male,18448.5
Chile,152,2075,Male,9075.9
China,156,2075,Male,525203.9
Taiwan Province of China,158,2075,Male,8217.6
Colombia,170,2075,Male,23332.1
Comoros,174,2075,Male,681.4
Mayotte,175,2075,Male,312.4
Congo,178,2075,Male,5352.6
Democratic Republic of the Congo,180,2075,Male,100265.2
Costa Rica,188,2075,Male,3102.1
Croatia,191,2075,Male,1634.5
Cuba,192,2075,Male,2463.6
Cyprus,196,2075,Male,881
Czech Republic,203,2075,Male,4913.6
Benin,204,2075,Male,11814.6
Denmark,208,2075,Male,3878.4
Dominican Republic,214,2075,Male,5813
Ecuador,218,2075,Male,11336
El Salvador,222,2075,Male,1606.1
Equatorial Guinea,226,2075,Male,1562.9
Ethiopia,231,2075,Male,103116.1
